,mfcc1,mfcc2,mfcc3,mfcc4,mfcc5,mfcc6,mfcc7,mfcc8,mfcc9,mfcc10,mfcc11,mfcc12,mfcc13,label
173,121.13443,88.19739,-12.529612,10.48456,-4.3468037,4.3875256,-3.9638882,1.8933694,1.0243526,2.7122586,2.4136357,1.4479743,0.012216948,1
174,108.093155,75.42479,-8.780327,19.178886,-0.80971265,8.893708,1.8324673,6.490018,3.5742674,3.0952315,1.2636403,0.5381878,-0.11173272,1
175,100.399445,108.932014,-5.5479593,17.087543,-3.7683148,5.903752,-0.07177177,2.1489792,1.2330006,-0.22732586,-1.4132762,-1.0616932,-0.5134665,1
176,84.6098,99.65138,9.846672,27.338242,8.213673,14.924778,6.0912743,8.998985,2.999834,4.721778,1.6612637,3.0290442,1.4878985,1
177,114.542175,60.280296,-13.479671,12.3826885,-2.46874,10.486319,2.6621795,3.937994,0.15314305,2.622614,1.2906632,1.4988289,0.9864714,1
178,126.04341,71.96617,-11.326317,14.224182,-0.36296293,5.569481,2.6101444,4.26623,1.473962,3.836904,3.167437,4.0572248,2.535538,0
179,126.88994,75.55023,-7.374056,14.9728565,-0.6085454,7.517045,-0.90168816,4.1439757,1.682656,2.3278537,1.7961955,2.3937323,2.3706548,0
180,108.63362,77.00354,-5.4673615,22.517813,1.8873135,7.344266,-0.12759626,2.3182855,1.9684974,2.1346762,1.3964586,2.9883366,2.0326612,0
181,122.7988,75.3484,-14.4078455,13.30828,-1.9676456,8.663734,2.550932,6.693659,3.3502789,4.296748,1.5702229,0.22195306,0.35738742,0
182,132.99947,59.69362,-12.614398,14.356081,0.19229586,7.610429,0.15389921,4.5640283,0.7189129,3.1395197,1.8373896,2.7179031,1.9822248,0
183,121.87422,81.10732,-12.200876,11.555634,-1.0641373,7.951998,1.4752964,4.9239407,0.45550844,3.0888162,3.7583852,4.6642036,4.422602,0
184,120.07353,77.35156,-9.674973,19.13692,2.496301,9.118049,3.2840986,6.463373,2.3808758,2.8598995,1.8694161,2.0181568,1.9697001,0
185,130.08612,66.2555,-8.206185,18.49544,-2.2921164,5.9312105,-0.5279548,3.561609,2.4691114,1.536532,0.09195664,2.4569335,1.6977154,0
186,115.071686,70.96266,-20.887444,5.8130217,-4.896044,4.693964,2.0117457,8.116674,3.6519923,2.7754412,1.4497004,5.1941967,4.05346,0
187,130.60583,75.034485,-9.358031,16.789818,1.2215335,10.27408,2.1166964,1.6230217,0.2796745,2.716964,2.7702098,3.0548768,1.5144255,0
188,119.28028,85.096436,-10.655369,16.151466,-0.087235026,5.7983427,-1.5524635,4.210099,2.4177394,4.46508,5.3826933,2.9801564,2.821483,0
189,123.35835,71.036415,-9.153105,10.298066,-3.9840841,9.460182,1.9008017,6.4687986,2.1231484,4.189225,1.971386,2.233386,0.28059292,0
190,123.74231,79.00644,-18.374142,8.663225,-3.0321863,5.817391,0.88193446,3.3846383,2.0139756,5.025342,5.086857,5.057191,4.2852716,0
191,123.00021,61.150757,-13.694448,16.291744,1.3700484,8.530319,3.5293865,7.5371284,4.255314,4.28701,2.655263,2.93396,2.5864372,0
192,122.518105,57.21089,0.9806346,20.69009,1.2958382,13.054357,1.776516,6.7998114,2.721622,2.2733178,1.52626,1.0502839,0.87221754,0
193,123.896965,60.24067,-10.632654,13.932064,-0.3155635,5.9434705,-0.28615737,5.0547547,3.2676845,4.73345,4.6764607,4.418801,0.8489553,0
194,122.646194,66.41252,-9.844715,14.528437,2.7054133,8.642342,0.93209183,4.7318506,2.013131,3.0901198,2.603097,3.6005445,2.1638508,0
195,116.190155,83.824585,-6.019766,21.257835,1.2734824,7.9291463,2.821965,4.5470905,2.6024473,3.7268114,1.4979298,0.58836126,0.8701272,0
196,131.37657,67.142105,-7.201142,13.316753,2.1115744,11.466597,0.9552289,6.41816,1.7863573,2.6123161,1.9864312,2.1775446,1.3810146,0
197,117.791626,71.95868,-9.530693,21.275597,3.2559829,11.22935,6.2101865,5.8675466,3.1905522,3.3405476,3.1394444,4.749283,2.542398,0
198,136.75429,53.537476,-10.094563,14.788141,-3.8559794,8.881756,1.3441157,4.4495144,2.1111598,2.7647989,0.20141405,0.9789263,0.9340216,0
199,118.393295,81.68233,-17.38292,13.270402,-2.1650963,5.366705,-0.29206312,3.2048483,0.66943216,1.2034495,0.90425205,-0.107324146,-1.0302377,0
200,127.065414,65.73863,-16.888432,12.065068,0.33937854,10.171278,0.45368254,2.436832,0.43419173,1.6469324,-2.2093866,0.13038182,3.0813966,0
201,113.08957,81.30591,-12.98724,13.478229,-2.6827266,8.513311,4.141409,7.4797287,4.6331306,5.9766665,2.5045834,2.414873,2.3883262,0
202,125.3062,85.13791,-9.125296,15.983485,-1.3227868,7.074272,1.1074191,3.743174,1.0558306,2.0716085,0.45046407,1.4911389,-0.036029316,0
203,131.6386,54.05237,-1.7043998,11.505379,-1.5695829,9.833056,-0.023136875,7.6206326,2.1096144,5.7860975,0.19625124,3.4939427,3.0788121,0
204,130.27167,67.021416,-12.111988,13.322346,0.10859251,8.810153,2.314746,6.8924556,3.1015286,4.8951416,1.9309745,2.4816635,2.2932365,0
205,125.98154,75.755295,-10.678697,17.600788,-3.545032,7.937772,2.1580477,3.7127056,0.65695703,1.730032,1.4092448,1.9189833,1.5590894,0
206,126.447235,64.52641,-11.315563,15.7439,0.2720026,4.601303,-3.2681646,2.1264033,-0.016793862,3.0288577,0.7559264,1.3083754,0.37801713,0
207,106.772675,84.852196,-4.875703,22.62062,3.1900878,9.281974,1.3341284,1.9436855,0.5236399,1.646683,-0.039450023,1.9310564,1.3414419,0
208,120.07353,77.35156,-9.674973,19.13692,2.496301,9.118049,3.2840986,6.463373,2.3808758,2.8598995,1.8694161,2.0181568,1.9697001,0
209,139.30246,61.309593,-8.6489105,14.3473835,-2.977286,10.937183,5.061005,8.233318,4.559842,4.1102524,3.038197,3.5463536,2.999939,0
210,135.02733,56.57428,-11.8470955,20.54044,0.8690366,5.9237404,1.8103616,4.1535892,-0.01871854,1.8619424,0.11297241,0.5079795,3.1456037,0
211,121.158356,70.50128,-5.37401,16.786125,-0.3641785,8.494003,0.81228095,7.4863133,1.6757662,1.7873048,2.0180812,1.8458077,2.627674,0
212,124.687744,74.41046,-11.574043,12.779017,1.2143266,10.785391,-2.3422303,1.9546461,1.2836534,1.7325592,2.6953645,3.4152768,2.3112388,0
213,131.389,57.821068,-10.685865,16.2496,-3.9130442,4.309334,0.023751147,3.6282718,0.35211504,3.799774,4.353888,5.643188,5.7671776,0
214,122.25809,65.71442,-4.56411,19.957233,4.647355,11.946131,5.458948,5.8286457,1.9176071,5.084143,3.7217305,3.1793747,1.5188572,0
215,125.98154,75.755295,-10.678697,17.600788,-3.545032,7.937772,2.1580477,3.7127056,0.65695703,1.730032,1.4092448,1.9189833,1.5590894,0
216,115.2473,88.86476,-8.971933,16.068007,-2.2495623,5.538494,-1.3851857,1.6061828,-0.34931448,1.258683,0.5282014,0.73854566,0.32814646,0
217,119.997055,91.72525,-9.286309,16.289492,0.020700656,8.44628,1.4348285,2.277276,0.007046463,1.5195265,-0.31649387,0.44961166,0.66362464,0
218,96.94168,91.24086,-14.171926,19.934555,3.050662,11.097499,5.190053,6.641047,3.338141,3.3518825,2.8443246,1.6603941,1.8513125,0
219,117.83648,73.42946,-6.089884,11.535286,-4.3915296,7.8816824,0.5574142,6.4084735,0.578799,3.0489967,1.2031467,1.9348955,1.5478733,0
220,131.83847,80.00522,-13.399911,13.819933,-1.2298915,6.735338,-0.9485619,3.1339257,0.9956583,1.747596,2.8099616,3.5319018,3.2109096,0
221,125.4411,59.11518,-8.86548,12.463678,1.7522879,13.625221,1.2307715,7.485532,4.210006,4.6802454,3.2535307,2.6564445,1.0923399,0
222,122.13045,70.16337,-4.77919,17.762371,0.70163596,11.924854,1.1733786,7.3149247,5.676622,5.3781643,2.2433546,2.99492,4.852273,0
223,106.89349,80.16733,-4.6447964,20.23291,4.6020737,10.143015,4.3851075,6.9895306,4.1653566,4.600958,3.805417,3.9201138,3.5118833,0
224,125.72631,60.784676,-9.10977,14.614263,0.6911913,10.062019,3.4220147,3.1538863,2.5085719,3.286803,1.822561,2.0269914,1.1768304,0
225,116.558914,80.0061,-7.4678783,12.606209,-2.206096,7.0962334,0.44978374,4.718032,0.30173495,2.051832,0.8432365,-1.4941695,-1.9420583,0
226,123.155106,75.58878,-6.1927767,16.238401,-2.2751741,9.640295,1.4115183,4.1379004,1.2892578,4.4502707,3.0735183,4.6790476,3.6525006,0
227,134.25002,66.493286,-4.3295937,14.413313,-2.7232246,9.435795,0.5361626,5.704597,0.6333364,1.2139697,-0.31410766,0.0843998,-0.40993184,0
228,109.482666,96.52544,-13.2759495,14.701351,-2.0382402,3.814052,-2.186448,1.3495011,0.7151319,2.5777225,1.9346998,2.2123365,1.322968,0
229,86.63344,119.14371,-5.038526,20.519802,-0.7346293,8.1735115,3.4556625,4.5185065,2.8077183,2.9303415,1.2733183,0.78804505,-0.07459228,0
230,121.5676,76.24916,-7.628239,14.390238,0.23495956,10.616802,1.15705,6.6499906,3.0910728,4.615909,1.9728818,3.3340936,2.7941334,0
231,138.39937,62.224407,-17.066946,8.50691,2.2646413,12.826754,0.26026905,1.9430296,0.43025136,1.8337741,0.89163965,1.1533995,1.8163025,0
232,126.032486,51.334236,-11.656088,21.862682,1.9724166,9.143274,2.938933,5.6694407,5.1148853,7.4791536,4.5505314,5.047339,5.6788063,0
233,121.252205,75.18103,-7.18699,17.116262,-2.7918863,7.3773823,-0.459324,3.5289755,2.600799,5.4467382,6.731773,4.953519,1.5916917,0
234,120.48504,49.604576,-1.3595154,15.857204,-1.6955636,10.749126,0.85049903,8.768145,2.0301855,5.7200603,3.0393565,4.857429,3.7553315,0
235,129.07343,78.166794,-12.068129,13.395802,-1.0239924,7.198719,-4.0003033,1.2301447,-1.0256022,-0.4553095,-0.3788573,0.11241385,0.021520834,0
236,140.75177,60.486946,-13.16038,14.511946,-0.7352809,6.353768,-0.058718517,5.418792,2.813273,3.756242,1.9040359,1.6370097,1.1573048,0
237,108.63362,77.00354,-5.4673615,22.517813,1.8873135,7.344266,-0.12759626,2.3182855,1.9684974,2.1346762,1.3964586,2.9883366,2.0326612,0
238,128.02396,71.465416,-13.376931,10.403583,-3.501738,6.665629,-2.0844615,2.5685935,2.7239552,4.4049892,3.907899,4.25506,2.6504428,0
239,134.7757,56.250076,-14.375032,13.642099,-2.3810754,6.247142,0.91636,6.9736323,4.777546,4.7717013,3.6192813,2.8321424,3.250495,0
240,128.93243,63.852,-10.741034,15.724197,1.9432783,8.899944,2.0471513,5.255334,3.1901798,5.0342693,3.4019847,5.249875,3.9100833,0
241,124.6356,65.53908,-8.696688,14.082626,-4.236824,14.2956295,9.3463,9.306152,5.43493,5.6249113,4.8089304,4.9566894,4.7508335,0
242,117.262726,72.875,-10.256113,18.250175,1.2681398,10.349579,3.39212,8.510827,4.8706303,5.632259,2.671898,2.8987432,2.6233075,0
243,120.12239,54.564278,-9.121876,20.851274,5.505371,16.35418,10.474167,12.4217825,6.7627735,5.0411024,3.846456,4.757306,3.4842305,0
244,96.530075,78.25523,-9.838762,18.61695,0.41494855,7.6146436,0.31835276,3.858643,0.41363183,4.9169273,4.715522,5.9852343,5.979789,0
245,133.65634,58.832382,-3.2734327,17.067015,0.040205326,12.415024,-0.30299664,3.9717057,3.0717263,4.0981703,2.175828,1.3201418,1.2864044,0
246,120.0686,80.68179,-9.218967,18.089485,1.5723587,10.041338,2.5908747,4.6938796,2.5111141,2.7501917,1.2672098,1.846421,1.6826227,0
247,120.84769,80.398605,-5.3150187,16.932835,0.9307244,5.758956,-0.7472732,2.9169693,0.74782,2.750064,2.682825,3.2044563,2.817429,0
248,127.55043,70.99184,-13.53158,12.412212,1.1456158,9.974203,2.473741,4.5302286,2.002602,3.3590717,1.8917923,3.0625134,2.0856664,0
249,108.81355,76.497665,-6.554815,16.7858,3.7849183,8.100244,1.5499032,1.4012516,-1.1443255,0.70499456,0.5601009,3.3314018,3.6022553,0
250,126.447235,64.52641,-11.315563,15.7439,0.2720026,4.601303,-3.2681646,2.1264033,-0.016793862,3.0288577,0.7559264,1.3083754,0.37801713,0
251,122.73003,69.9137,-5.2037516,16.3526,-3.746006,5.0206203,-4.442619,2.167429,-4.6665506,-3.2559924,-3.1016192,-5.1787004,-3.2425623,0
252,123.12431,77.75328,-6.7444067,13.881088,-2.2717195,7.7509108,1.2431667,4.7340717,0.7389071,3.2584434,-0.14369945,0.5207746,0.1932432,0
253,128.88788,63.70985,-5.051333,21.307087,1.2716423,10.079042,1.6330724,5.37274,1.4076608,3.2411125,2.8549094,3.3481746,2.8416004,0
254,132.86627,61.164886,-13.924557,14.421674,-2.792313,8.823239,3.5875106,4.622155,3.564067,4.402562,4.2869062,5.049511,4.277284,0
255,107.40027,91.4808,-12.096579,12.692873,-3.0153933,6.9067206,2.3041837,7.1466293,3.638064,4.769166,3.8427718,5.5461893,4.950925,0
256,107.405525,80.12882,-3.787517,15.4989395,2.077858,10.07856,4.1782856,7.1092167,3.543312,4.395694,2.519385,3.5814362,1.9316103,0
257,129.32982,69.33119,-18.83985,10.75866,-1.7357835,6.3032923,1.3494637,6.6515813,3.7773895,6.466318,5.551971,4.992405,3.0348167,0
258,115.65376,84.073,-6.2626677,19.125635,2.679379,9.109624,1.4432275,4.3360124,0.91488117,2.713344,1.6452975,2.3714514,1.457809,0
259,118.93564,68.158745,-6.516302,24.507423,3.4026203,7.8241634,0.5487572,3.159082,0.46805894,0.62514395,0.24496326,1.6124799,1.859839,0
260,110.788635,79.75278,-5.816636,22.95318,-0.15860221,8.218692,4.7049036,7.4856024,5.298773,5.5586433,5.778875,5.606589,4.516691,0
261,118.312775,82.160965,-17.026157,14.463287,-0.3419692,9.277778,1.3949863,2.7093234,1.5385816,1.9802849,0.70052934,1.162926,1.5259244,0
262,126.061745,72.22031,-12.533578,15.431948,-1.2344471,6.2594595,2.1292596,4.556283,1.3100044,3.9257522,3.1790354,3.9901261,2.6627374,0
263,126.62219,72.23024,-9.882734,8.391506,1.888308,12.805457,2.6733255,8.143057,5.0914526,4.9531646,2.742176,2.9095986,2.32297,0
264,119.40631,78.218155,-8.242748,21.606548,0.49207574,9.639704,-0.11913732,2.4846501,1.2273018,1.0151443,0.359246,1.0621501,0.82866067,0
265,125.936035,75.47438,-8.489265,15.878503,-1.4237226,11.669729,3.9739377,5.7900257,2.957168,2.0686822,0.046844758,0.31388706,0.36624706,0
266,120.95763,87.11476,1.0425998,16.36797,-1.8850684,10.939501,-4.739087,3.022928,1.3929888,-0.116052955,3.8645477,0.57957983,2.8577166,0
267,135.02597,67.246506,-5.5321503,14.022957,-6.8578205,11.094996,7.33881,5.8720827,1.895956,4.9565086,3.6456308,2.0189705,3.4129703,0
268,96.43962,99.520775,-9.567713,18.692394,1.7855706,8.401201,1.1777968,3.4070709,0.34600344,2.127656,1.47206,2.4888778,2.267778,0
269,124.43557,92.03662,-8.176787,17.311344,1.0927188,7.38392,0.20740828,3.3650024,0.7885896,1.841293,1.1014773,2.52355,2.2096877,0
270,120.50206,86.19299,-3.8713374,11.354842,0.0782758,5.607667,0.5414536,4.000762,0.1655549,2.5062895,0.42136502,1.9255793,1.3254697,0
271,116.558914,80.0061,-7.4678783,12.606209,-2.206096,7.0962334,0.44978374,4.718032,0.30173495,2.051832,0.8432365,-1.4941695,-1.9420583,0
272,122.38922,59.296356,-3.6656022,13.36969,-2.2996056,12.104309,-1.2999048,7.699189,3.3131924,3.3349848,1.7200663,2.8243923,3.7657638,0
273,127.065414,65.73863,-16.888432,12.065068,0.33937854,10.171278,0.45368254,2.436832,0.43419173,1.6469324,-2.2093866,0.13038182,3.0813966,0
274,114.360985,78.8154,-21.186535,7.6774874,-5.520788,4.8594885,1.8698901,6.7575674,3.683314,2.5194445,1.2555118,3.8960853,3.369928,0
275,121.160904,61.957626,-8.3538265,19.372505,2.0417023,11.671715,2.9495587,7.023987,3.9779897,4.97206,2.0411232,3.8876483,3.893385,0
276,132.72635,62.179058,-10.747637,7.3054466,-2.5810084,6.9403815,1.9439628,4.8290386,1.8724673,6.0323267,1.7046783,3.3533678,0.56204665,0
277,124.43557,92.03662,-8.176787,17.311344,1.0927188,7.38392,0.20740828,3.3650024,0.7885896,1.841293,1.1014773,2.52355,2.2096877,0
278,136.84787,69.07587,-11.313284,12.262162,-2.2932816,7.683149,-0.6485809,1.4614153,1.0413175,-0.26560232,-0.42604738,0.09738001,-0.79576683,0
279,126.77524,69.49477,-13.924142,12.583859,-1.2689776,6.790905,3.469058,8.030246,6.316081,5.198489,2.777296,3.0780497,2.512271,0
280,127.348854,62.053833,-12.525354,11.466266,-0.88309216,11.970616,1.0613573,2.2829406,2.2403011,3.9894078,2.9261951,3.004948,2.5050426,0
281,124.07143,81.24971,-12.133998,14.472147,-0.3643969,7.2952003,0.18723336,5.5899134,2.5383604,4.8628635,5.6246896,6.952446,4.3480606,0
282,119.80463,79.29102,-2.618208,15.4297695,-1.2654634,7.386571,1.0315918,4.1119604,3.0944378,6.710938,3.2859695,3.518902,2.4505792,0
283,89.743065,107.28563,-5.5606384,18.11784,1.3198522,9.514963,1.9558752,5.376663,2.1296062,3.4354224,1.7097926,2.4580297,2.2747798,0
284,101.4572,92.4668,-2.2640743,19.77127,0.9798323,7.092428,-0.056675266,5.3372917,0.31580546,1.6019247,-0.78633314,-0.31859273,-1.4892721,0
285,123.54119,76.411575,-12.937004,13.044123,0.3542819,8.396673,-0.26167044,2.0508678,1.0940996,3.0651693,2.1388466,0.9315505,0.39755547,0
286,119.28028,85.096436,-10.655369,16.151466,-0.087235026,5.7983427,-1.5524635,4.210099,2.4177394,4.46508,5.3826933,2.9801564,2.821483,0
287,96.530075,78.25523,-9.838762,18.61695,0.41494855,7.6146436,0.31835276,3.858643,0.41363183,4.9169273,4.715522,5.9852343,5.979789,0
288,126.04341,71.96617,-11.326317,14.224182,-0.36296293,5.569481,2.6101444,4.26623,1.473962,3.836904,3.167437,4.0572248,2.535538,0
289,124.393036,63.314774,-4.394188,19.876064,5.7543316,11.207452,1.9454696,6.143368,0.22198097,1.9047581,1.4272258,3.661557,2.7701855,0
290,128.4182,73.65138,-11.094954,12.891857,-3.7120857,3.2711606,-3.8668423,2.4420655,0.7959447,1.236834,1.8417771,1.4907798,1.4849732,0
291,126.77005,81.15503,-11.756044,11.335445,-3.9356303,4.8830557,-1.5429513,3.1386824,1.5713446,2.7245262,3.358985,2.9319093,2.7194586,0
292,122.15087,73.4379,-11.678976,15.726727,0.84370315,7.6561584,1.5250225,5.238859,1.8915968,2.9749975,2.201847,2.2696366,2.792075,0
293,122.675385,65.666855,-11.086506,14.791422,1.3522105,11.924666,4.7266498,5.856396,3.64747,4.462785,2.5830932,3.4579923,4.2134,0
294,132.75804,70.850876,-12.061409,9.189058,-4.4366813,9.571283,-0.31040192,4.470419,2.3697743,3.858829,1.0582976,1.8388255,1.7802142,0
295,117.63658,75.02757,-12.829119,14.277155,-0.11391773,5.3987303,-0.8151723,2.97748,1.6454794,6.457412,6.061407,4.102232,2.0396404,0
296,119.997055,91.72525,-9.286309,16.289492,0.020700656,8.44628,1.4348285,2.277276,0.007046463,1.5195265,-0.31649387,0.44961166,0.66362464,0
297,131.18002,74.39125,-5.7149496,13.884342,-1.9961631,8.699892,-1.9597313,3.7490876,1.1537861,2.7137713,1.5414827,3.0409288,2.9827886,0
298,120.86176,74.22604,-7.475315,14.190031,0.062030233,9.815836,0.61999357,6.0115404,1.8233962,4.6580005,2.2028878,2.8702016,1.5027866,0
299,120.43102,85.43747,-12.521196,14.712788,-0.9698194,6.495366,1.6507835,4.733884,-0.6648004,0.63671386,-0.9584565,-1.4375529,-1.035734,0
300,116.04027,91.96052,-9.782135,17.756035,-1.0890117,7.215304,2.0272558,4.070515,2.1965947,1.8160577,1.052157,1.5445843,0.64535415,0
301,129.7496,57.193947,-16.126709,16.516304,-2.9232273,7.1952877,1.8046873,6.679725,4.7199564,4.3104353,2.8840113,2.8131795,3.314468,0
302,120.32901,84.803764,-19.705492,11.646538,0.67675996,10.939003,4.5531435,7.648526,4.558008,5.192075,3.7958727,3.391013,2.814785,0
303,117.59265,84.44299,-8.165943,11.910831,-1.6457534,8.877436,0.667236,4.934539,1.2922944,4.392567,2.0988204,3.8124309,2.500029,0
304,125.871925,58.120407,-9.555599,13.251457,1.4275677,13.832509,1.1320695,7.5040083,4.199979,4.6900105,3.327382,2.5557375,1.2390414,0
305,139.05098,56.00781,-12.780337,17.306017,-0.48342547,7.1027784,0.6700287,5.6937966,2.2033482,2.8452172,1.7242894,2.2047443,1.6930666,0
306,126.9598,60.41481,-6.228222,15.412518,1.0438595,7.086308,0.5249075,4.6573896,2.0297563,2.2266703,2.0972676,3.1914308,3.1364825,0
307,130.25082,66.53659,-8.8564,13.692983,-3.875183,6.302886,1.2220209,4.7157683,1.5306208,1.6341128,-0.10831587,2.2929342,2.0179033,0
308,126.11665,51.400566,-10.077797,22.634308,2.286433,9.320971,3.3014822,6.1548424,5.345132,8.556094,4.987831,5.7266464,6.065568,0
309,122.15087,73.4379,-11.678976,15.726727,0.84370315,7.6561584,1.5250225,5.238859,1.8915968,2.9749975,2.201847,2.2696366,2.792075,0
310,130.67488,65.8324,-5.0027,14.879688,-2.4326754,8.118689,-1.3889157,3.7394528,0.41847324,2.7721019,1.223323,0.6166405,-0.66199636,0
311,122.13045,70.16337,-4.77919,17.762371,0.70163596,11.924854,1.1733786,7.3149247,5.676622,5.3781643,2.2433546,2.99492,4.852273,0
312,129.04196,60.51001,-8.951387,10.816465,-1.999545,7.844754,3.2300682,6.442735,3.2026749,6.3044796,5.0881205,5.682132,3.403255,0
313,112.78244,71.426155,-12.113342,21.231522,1.9569459,9.548473,3.5777612,7.650422,4.9727664,6.2680697,4.974634,4.965865,3.8146172,0
314,115.62221,81.537445,-13.848686,15.007404,-0.84581447,8.091579,3.470583,7.650818,3.343028,4.437108,4.184042,4.721099,4.6717796,0
315,135.89423,73.89496,-12.348469,16.261484,0.05015544,8.664757,1.0673951,3.859531,1.0626305,0.77774465,0.87318516,0.6348075,1.5699329,0
316,123.513885,69.13136,-7.018589,13.686766,-0.6198093,9.376215,0.35692376,6.013134,1.2186155,3.6933074,1.4004505,2.0405848,2.001009,0
317,124.07143,81.24971,-12.133998,14.472147,-0.3643969,7.2952003,0.18723336,5.5899134,2.5383604,4.8628635,5.6246896,6.952446,4.3480606,0
318,114.81721,80.11842,-1.1982087,15.152145,-0.048505485,8.100481,-0.9467027,2.581556,-0.7710546,0.0146689415,-0.85617423,1.0307868,-0.00019881129,0
319,130.60583,75.034485,-9.358031,16.789818,1.2215335,10.27408,2.1166964,1.6230217,0.2796745,2.716964,2.7702098,3.0548768,1.5144255,0
320,108.85379,90.764694,-6.569746,18.65781,4.5231433,11.219532,3.0013866,5.7468543,3.4256806,4.7597814,3.8721611,3.7578683,1.8616779,0
321,112.437164,76.3712,-3.3343318,16.539337,5.7208953,15.227659,6.5819654,8.020214,2.9369726,4.6242228,2.2838547,3.409574,2.961375,0
322,129.56427,54.289116,-21.653187,15.149126,-0.46972007,6.8024178,3.9662638,6.718005,2.130433,4.1704016,4.2798233,5.114354,3.8397198,0
323,122.601364,65.59667,-9.774099,16.601845,-2.150818,9.3061695,1.7216532,5.21391,3.1938844,3.9145176,0.95437455,1.6791172,1.7353355,0
324,128.08818,65.795265,-11.673556,14.482068,-0.7116369,9.084094,-1.4350464,2.4292521,1.0883951,0.89979583,0.5503783,0.58739775,2.2951515,0
325,123.36665,60.52451,-16.2194,10.32364,-3.678354,6.7805367,0.567166,7.1134024,3.7921696,4.5825615,3.109542,3.9975495,4.2137957,0
326,133.87262,78.151825,-8.608204,14.092966,-3.6611953,5.05292,-4.2491,1.3149831,-1.23677,1.0140284,1.9295653,0.25191766,-0.06480682,0
327,118.62999,82.724724,-13.158831,18.945114,4.605739,11.749733,5.362323,9.6167755,4.638876,4.377735,3.3273988,3.1759064,2.0648918,0
328,131.3836,64.08095,-6.0041084,19.739725,2.06969,9.368141,1.7597694,4.8599057,4.1471386,8.069853,4.4294453,5.7060585,4.708499,0
329,120.76042,61.23569,-14.562132,10.568378,-0.30613545,11.827231,1.9064285,2.1860437,1.0869827,2.1776571,1.327212,1.7333412,0.44977546,0
330,128.32349,77.64879,-19.70726,12.240597,2.6652803,9.849233,3.4391701,3.5307195,0.14640485,1.8392909,1.9356537,2.3085399,1.4969275,0
331,133.70493,66.24841,-20.372913,12.121463,0.42157453,8.52317,0.80929303,3.6494296,0.31067127,0.36774585,0.35431683,2.0233624,3.2209158,0
332,134.79384,56.890762,-15.070294,13.962041,1.2418456,9.085102,2.9025187,5.087784,-0.81763166,0.28367662,-0.9302576,0.15499088,1.7969055,0
333,129.24908,72.1302,-18.906689,10.56345,-2.5441422,3.2835999,-5.6876097,1.7061875,1.0253974,3.8805633,3.408122,3.6686184,2.5817897,0
334,113.37506,81.85288,-10.117878,14.15102,-0.58184433,7.2998905,0.40124056,3.6010675,0.27578804,1.6836659,1.05074,2.9310706,3.2920895,0
335,130.914,69.66106,-10.76066,12.6772,-4.57216,6.7228584,0.19504349,4.0311856,0.48419026,2.162034,1.2504869,3.3802967,2.3360496,0
336,123.03401,67.21915,-2.6749032,22.635254,2.2364368,6.8372,0.30597356,3.839928,0.2767792,2.3735278,0.47376952,0.9395351,1.3887625,0
337,123.35835,71.036415,-9.153105,10.298066,-3.9840841,9.460182,1.9008017,6.4687986,2.1231484,4.189225,1.971386,2.233386,0.28059292,0
