,mfcc1,mfcc2,mfcc3,mfcc4,mfcc5,mfcc6,mfcc7,mfcc8,mfcc9,mfcc10,mfcc11,mfcc12,mfcc13,label
157,94.25131,82.33477,-5.819174,20.905634,1.5420212,15.090479,4.0316,5.563287,2.624948,2.5820866,1.8698295,1.1476564,-0.2629313,1
158,85.80858,95.077705,2.2946796,22.170177,4.0982056,13.177252,0.76286435,5.9855433,2.9056473,3.9011853,1.7297689,1.813436,1.4514525,1
159,121.1211,87.07325,-3.9497905,15.513575,-0.82316893,8.508338,-1.0371377,1.8111792,-1.9477695,0.045937687,-0.70374846,0.33092073,1.345992,1
160,118.519646,82.23035,1.8135355,15.505164,-0.6820935,8.313353,0.03986716,2.3540149,-2.065139,-0.30962098,-0.80493355,0.52220374,1.0532055,1
161,108.99413,80.08986,-7.33231,19.405148,2.0463724,10.871801,1.5867951,4.287403,2.9644885,4.1167808,3.223634,2.478835,2.7754307,1
162,114.41488,93.08961,-0.1643314,13.835953,-0.97315586,8.426289,-1.4890231,3.4936633,-0.6635013,0.9601027,-0.38359058,0.8268753,-0.7671472,1
163,123.69023,76.83352,-7.9587917,13.598673,-3.6646104,6.0557017,-1.8020211,1.4074831,-0.8642886,1.7543067,1.2309074,3.0845344,1.6544418,1
164,78.97501,88.35739,-0.65232193,22.085487,1.4010677,11.224281,0.4900086,3.4756122,1.4960406,3.2924137,2.5472813,3.0912743,2.20089,1
165,116.78029,81.75929,-7.394296,12.95594,-4.663622,8.110149,1.2355732,2.4952707,2.0883458,3.041445,0.322038,2.332067,0.27841175,1
166,133.25436,67.11727,-7.219925,18.44357,-1.7993622,6.7152286,-0.84172106,3.0974884,2.59904,3.7913103,2.069156,3.2937856,2.1925883,1
167,120.15083,72.049515,-10.216839,20.643852,-1.489346,7.482338,1.432692,1.9736936,1.1187879,0.1744798,-1.4294596,-0.29338604,-0.22825253,1
168,104.35976,78.24313,-7.9309154,21.058943,4.10837,11.801146,4.186431,5.898245,2.9634748,4.5085826,1.8951203,1.6295546,1.7963004,1
169,115.17924,71.875885,-0.63034815,22.674713,1.2363588,7.1004763,3.7981892,6.5300875,3.394402,4.0826583,0.18013625,3.3228517,2.2231827,1
170,87.12314,73.97632,0.7502594,20.48878,5.5216274,15.435455,1.3751583,7.4152055,1.9103196,4.6390395,2.1201844,2.3552356,2.7993584,1
171,113.07788,57.509666,-6.348783,19.130981,-2.253373,10.0829735,1.3910426,5.0170326,2.5103889,2.247107,0.90823555,1.4036413,2.5811596,1
172,132.21701,68.43826,-11.804327,11.269411,-2.2950463,7.1286545,-1.6515272,4.4304543,-0.259081,2.5529647,1.7849877,2.5704563,0.8602892,1
